Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Mean,Bwd IAT Std,Fwd Packets/s,Bwd Packets/s,Packet Length Mean,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Active Mean,Idle Mean
1,42946393.000,9283,0,37132,0,4.000,0.000,0.000,0.000,864.613,216.153,4417.274,5528.045,4418.225,5528.045,0.000,0.000,216.153,0.000,4.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,9283,37132,0,0,0.000,1.000
1,54964036.000,4235,0,296450,0,70.000,0.000,0.000,0.000,5393.527,77.050,12877.994,16048.233,12884.078,16048.232,0.000,0.000,77.050,0.000,70.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,4235,296450,0,0,0.000,1.000
1,49918600.000,13535,0,3586775,0,265.000,0.000,0.000,0.000,71852.476,271.141,3396.413,4676.321,3396.915,4676.321,0.000,0.000,271.141,0.000,265.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,13535,3586775,0,0,0.000,1.000
1,10954226.000,5907,0,1287726,0,218.000,0.000,0.000,0.000,117555.179,539.244,1738.421,2444.143,1739.010,2444.143,0.000,0.000,539.244,0.000,218.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,5907,1287726,0,0,0.000,1.000
1,52861708.000,9407,0,24100734,0,2562.000,0.000,0.000,0.000,455920.456,177.955,5420.538,8493.433,5421.690,8493.433,0.000,0.000,177.955,0.000,2562.000,0.000,0,0,0,0,0,0,2562.000,9406.000,0.000,0.000,9407,24100734,0,0,0.000,1.000
1,4911814.000,3321,1,8199549,2469,2469.000,0.000,2469.000,0.000,1669855.170,676.329,1413.612,1596.893,1414.889,1596.892,0.000,0.000,676.125,15.876,2469.000,0.000,0,0,0,0,0,0,2469.000,3320.000,2469.000,1.000,3321,8199549,1,2469,0.000,1.000
1,8986800.000,1418,0,158816,0,112.000,0.000,0.000,0.000,17672.141,157.787,6302.549,6662.940,6311.451,6662.934,0.000,0.000,157.787,0.000,112.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,1418,158816,0,0,0.000,1.000
1,8017762.000,5620,0,1489300,0,265.000,0.000,0.000,0.000,185750.088,700.944,1322.460,1579.855,1322.931,1579.854,0.000,0.000,700.944,0.000,265.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,5620,1489300,0,0,0.000,1.000
1,14984987.000,5706,0,2487816,0,436.000,0.000,0.000,0.000,166020.564,380.781,2509.199,3580.673,2510.078,3580.673,0.000,0.000,380.781,0.000,436.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,5706,2487816,0,0,0.000,1.000
1,34950664.000,16557,0,66228,0,4.000,0.000,0.000,0.000,1894.900,473.725,1785.712,2433.713,1785.928,2433.713,0.000,0.000,473.725,0.000,4.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,16557,66228,0,0,0.000,1.000
1,19962097.000,7239,0,3785997,0,523.000,0.000,0.000,0.000,189659.283,362.637,2614.076,3404.484,2614.798,3404.484,0.000,0.000,362.637,0.000,523.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,7239,3785997,0,0,0.000,1.000
1,29912262.000,11763,0,2564334,0,218.000,0.000,0.000,0.000,85728.522,393.250,2303.302,3020.535,2303.694,3020.535,0.000,0.000,393.250,0.000,218.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,11763,2564334,0,0,0.000,1.000
