Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Mean,Bwd IAT Std,Fwd Packets/s,Bwd Packets/s,Packet Length Mean,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Active Mean,Idle Mean
17,9304022.000,13757,0,0,0,0.000,0.000,0.000,0.000,0.000,1478.608,425.382,328.747,425.444,328.747,0.000,0.000,1478.608,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,13757,0,0,0,0.001,0.999
17,5184284.000,10192,0,0,0,0.000,0.000,0.000,0.000,0.000,1965.942,325.491,237.431,325.555,237.431,0.000,0.000,1965.942,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,10192,0,0,0,0.001,0.999
17,15672483.000,17888,0,0,0,0.000,0.000,0.000,0.000,0.000,1141.363,549.355,408.337,549.417,408.337,0.000,0.000,1141.363,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,17888,0,0,0,0.001,0.999
17,2487540.000,6825,0,0,0,0.000,0.000,0.000,0.000,0.000,2743.674,237.856,172.080,237.926,172.079,0.000,0.000,2743.674,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,6825,0,0,0,0.002,0.998
17,13852527.000,15158,299,7760896,3588,512.000,0.000,12.000,0.000,560510.295,1115.825,1511.641,23474.689,629.644,440.585,46384.426,162832.745,1112.059,21.585,502.000,68.866,0,0,0,0,0,0,0.000,0.000,0.000,0.000,15158,7760896,299,3588,0.001,0.999
17,9369930.000,13909,0,0,0,0.000,0.000,0.000,0.000,0.000,1484.429,428.100,324.040,428.161,324.040,0.000,0.000,1484.429,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,13906,0,0,0,0.001,0.999
17,14510732.000,15791,408,8084992,4896,512.000,0.000,12.000,0.000,557510.676,1116.346,1518.565,20315.299,639.296,444.618,35639.754,123374.874,1104.747,28.117,499.000,78.347,0,0,0,0,0,0,0.000,0.000,0.000,0.000,15791,8084992,408,4896,0.001,0.999
17,16369220.000,19436,0,0,0,0.000,0.000,0.000,0.000,0.000,1187.350,529.401,378.584,529.456,378.584,0.000,0.000,1187.350,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,19436,0,0,0,0.001,0.999
17,22830427.000,22707,0,0,0,0.000,0.000,0.000,0.000,0.000,994.594,634.509,494.205,634.565,494.205,0.000,0.000,994.594,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,22699,0,0,0,0.001,0.999
17,48391.000,2,2,80,2236,40.000,0.000,1118.000,21.000,47860.139,82.660,358.500,0.000,0.000,0.000,1434.000,0.000,6230.530,41.330,579.000,539.205,0,0,0,0,0,0,0.000,0.000,1118.000,2.000,1,40,2,2236,0.000,1.000
17,13372794.000,17160,0,0,0,0.000,0.000,0.000,0.000,0.000,1283.202,489.784,326.755,489.842,326.755,0.000,0.000,1283.202,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,17160,0,0,0,0.001,0.999
17,17390851.000,19421,0,0,0,0.000,0.000,0.000,0.000,0.000,1116.737,567.926,375.594,567.984,375.594,0.000,0.000,1116.737,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,19411,0,0,0,0.001,0.999
17,9779741.000,3545,0,0,0,0.000,0.000,0.000,0.000,0.000,362.484,2692.147,3692.905,2693.666,3692.905,0.000,0.000,362.484,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,3542,0,0,0,0.000,1.000
17,40616340.000,28652,0,0,0,0.000,0.000,0.000,0.000,0.000,705.430,912.201,706.320,912.264,706.320,0.000,0.000,705.430,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,28637,0,0,0,0.000,1.000
17,7016419.000,1749,0,0,0,0.000,0.000,0.000,0.000,0.000,249.272,3972.974,7614.984,3977.523,7614.983,0.000,0.000,249.272,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,1747,0,0,0,0.000,1.000
17,14967787.000,4094,0,0,0,0.000,0.000,0.000,0.000,0.000,273.521,3559.351,5977.058,3561.091,5977.058,0.000,0.000,273.521,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,4094,0,0,0,0.000,1.000
17,21195322.000,14813,0,0,0,0.000,0.000,0.000,0.000,0.000,698.881,1115.916,2693.776,1116.067,2693.776,0.000,0.000,698.881,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,14804,0,0,0,0.000,1.000
17,12920748.000,3435,92,1758720,1104,512.000,0.000,12.000,0.000,136201.403,272.972,6814.213,46634.717,3526.782,7966.652,131058.088,256867.726,268.674,7.120,498.000,79.699,0,0,0,0,0,0,0.000,0.000,0.000,0.000,3435,1758720,92,1104,0.000,1.000
17,6833039.000,1988,0,0,0,0.000,0.000,0.000,0.000,0.000,290.939,3390.948,10960.227,3394.363,10960.227,0.000,0.000,290.939,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,1988,0,0,0,0.000,1.000
17,15341338.000,5260,0,0,0,0.000,0.000,0.000,0.000,0.000,342.864,2758.793,12347.229,2759.842,12347.229,0.000,0.000,342.864,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,5260,0,0,0,0.000,1.000
17,18353606.000,711,0,0,0,0.000,0.000,0.000,0.000,0.000,38.739,25728.433,86593.929,25801.010,86593.899,0.000,0.000,38.739,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,711,0,0,0,0.000,1.000
17,26496474.000,3093,0,0,0,0.000,0.000,0.000,0.000,0.000,116.733,8448.075,41641.045,8453.541,41641.044,0.000,0.000,116.733,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,3093,0,0,0,0.000,1.000
17,24897665.000,1131,0,0,0,0.000,0.000,0.000,0.000,0.000,45.426,21965.055,71433.205,22003.965,71433.194,0.000,0.000,45.426,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,1131,0,0,0,0.000,1.000
17,9990374.000,376,0,0,0,0.000,0.000,0.000,0.000,0.000,37.636,26362.745,57045.598,26503.722,57045.424,0.000,0.000,37.636,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,376,0,0,0,0.000,1.000
17,15478462.000,367,0,0,0,0.000,0.000,0.000,0.000,0.000,23.710,42142.379,208937.489,42373.296,208937.361,0.000,0.000,23.710,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,367,0,0,0,0.000,1.000
17,46229040.000,924,0,0,0,0.000,0.000,0.000,0.000,0.000,19.987,49969.245,213789.049,50077.638,213789.022,0.000,0.000,19.987,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,918,0,0,0,0.000,1.000
17,76204699.000,2937,0,0,0,0.000,0.000,0.000,0.000,0.000,38.541,25846.645,163347.109,25864.257,163347.108,0.000,0.000,38.541,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2932,0,0,0,0.000,1.000
17,25616378.000,155,0,0,0,0.000,0.000,0.000,0.000,0.000,6.051,165262.419,441902.317,167422.712,441897.036,0.000,0.000,6.051,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,153,0,0,0,0.000,1.000
17,1844853.000,40,0,0,0,0.000,0.000,0.000,0.000,0.000,21.682,43573.275,92165.741,45866.605,92137.205,0.000,0.000,21.682,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,40,0,0,0,0.000,1.000
17,44978181.000,564,6,288768,72,512.000,0.000,12.000,0.000,6421.780,12.673,151216.525,1309857.614,79808.475,367073.469,8268211.200,10628244.935,12.539,0.143,506.000,51.034,0,0,0,0,0,0,0.000,0.000,0.000,0.000,564,288768,6,72,0.000,1.000
17,56362879.000,495,0,0,0,0.000,0.000,0.000,0.000,0.000,8.782,113847.018,456765.943,114308.872,456765.710,0.000,0.000,8.782,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,491,0,0,0,0.000,1.000
17,54948347.000,724,0,0,0,0.000,0.000,0.000,0.000,0.000,13.176,75789.739,261167.861,75999.683,261167.776,0.000,0.000,13.176,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,722,0,0,0,0.000,1.000
17,42696557.000,548,1,24576,12,44.847,143.491,12.000,0.000,575.878,12.858,77544.408,312782.207,77970.476,312781.917,0.000,0.000,12.835,0.062,44.000,144.619,0,0,0,0,0,0,0.000,0.000,0.000,0.000,547,24064,1,12,0.000,1.000
17,10170875.000,85,0,43520,0,512.000,0.000,0.000,0.000,4278.885,8.357,119651.965,215885.327,122535.145,215866.074,0.000,0.000,8.357,0.000,512.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,83,42496,0,0,0.000,1.000
17,6510954.000,48,0,0,0,0.000,0.000,0.000,0.000,0.000,7.372,134499.833,254525.396,140347.652,254458.209,0.000,0.000,7.372,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,48,0,0,0,0.000,1.000
17,17909370.000,193,0,0,0,0.000,0.000,0.000,0.000,0.000,10.776,92785.694,179514.724,93757.272,179512.094,0.000,0.000,10.776,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,190,0,0,0,0.000,1.000
17,56200445.000,343,0,0,0,0.000,0.000,0.000,0.000,0.000,6.103,161854.108,551999.694,162803.399,551998.878,0.000,0.000,6.103,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,342,0,0,0,0.000,1.000
17,12760497.000,62,0,31744,0,512.000,0.000,0.000,0.000,2487.677,4.859,205810.452,1006992.237,212670.800,1006968.868,0.000,0.000,4.859,0.000,512.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,56,28672,0,0,0.000,1.000
17,11855294.000,44,0,0,0,0.000,0.000,0.000,0.000,0.000,3.711,265461.023,1210372.861,278102.024,1210306.849,0.000,0.000,3.711,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,41,0,0,0,0.000,1.000
17,18619183.000,221,0,0,0,0.000,0.000,0.000,0.000,0.000,11.869,84244.529,172281.794,85013.886,172280.076,0.000,0.000,11.869,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,220,0,0,0,0.000,1.000
17,12891713.000,122,3,62464,36,512.000,0.000,12.000,0.000,4848.076,9.696,159593.344,585932.789,107014.058,256997.478,3553740.500,2300734.500,9.463,0.386,500.000,76.525,0,0,0,0,0,0,0.000,0.000,0.000,0.000,122,62464,3,36,0.000,1.000
17,16932789.000,124,0,0,0,0.000,0.000,0.000,0.000,0.000,7.323,134909.476,320065.512,137121.107,320057.871,0.000,0.000,7.323,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,124,0,0,0,0.000,1.000
17,19962084.000,196,0,0,0,0.000,0.000,0.000,0.000,0.000,9.819,101840.694,206270.950,102890.598,206268.278,0.000,0.000,9.819,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,189,0,0,0,0.000,1.000
17,23868649.000,253,0,0,0,0.000,0.000,0.000,0.000,0.000,10.600,94318.146,223985.337,95069.685,223984.076,0.000,0.000,10.600,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,253,0,0,0,0.000,1.000
17,22048125.000,162,3,82944,36,512.000,0.000,12.000,0.000,3763.585,7.484,133585.685,292251.298,135855.625,293661.804,152369.000,136129.000,7.450,0.136,502.000,66.810,0,0,0,0,0,0,0.000,0.000,0.000,0.000,162,82944,3,36,0.000,1.000
